Ticker,RobinhoodChainUrl,StockPrice,Bias,SetupType,Strategy,Expiration,DTE,BuyLeg,SellLeg,BuyStrike,SellStrike,NetDebitCredit,DebitOrCredit,MinimumRobinhoodPrice,VerifyRule,SpreadWidth,MaxProfit,MaxLoss,Breakeven,BuyDelta,SellDelta,BuyIV,SellIV,BuyOI,SellOI,BuyVolume,SellVolume,BuyQuoteReal,SellQuoteReal,AvgBidAskSpreadPct,RewardRisk,StockSetupScore,OptionsLiquidityScore,QualityFlag,FinalScore,ActionGrade,ActionRank,BuyGamma,SellGamma,BuyTheta,SellTheta,BuyVega,SellVega,BuyRho,SellRho,BuyTheoreticalPrice,SellTheoreticalPrice,NetDelta,NetGamma,NetTheta,NetVega,NetRho,AvgIVForGreeks,GreekRiskScore,GreekRiskGrade,GreekRiskLevel,GreekRiskReason,ThetaPctOfPremium,BreakevenMovePct,ExpectedMovePct,BreakevenVsExpectedMove,RobinhoodAction
QQQ,https://robinhood.com/options/chains/QQQ,736.4,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 735 Put,,735.0,,4.95,Debit,5.45,"For long options, Robinhood debit should be close to or below $5.45. Lower is better.",,73005.0,495.0,730.05,-0.22,,0.78,,4591,,14738,,False,,,,90.0,46.0,Estimated quote — verify,30.76,WATCH ONLY,4,6e-06,,-0.0,,1e-06,,-0.0,,0.0,,0.0,6e-06,0.0,1e-06,0.0,0.78,35,F,VERY HIGH,delta is light; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0,0.8623,0.0409,21.0831,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
IWM,https://robinhood.com/options/chains/IWM,300.45,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 300 Call,,300.0,,2.03,Debit,2.23,"For long options, Robinhood debit should be close to or below $2.23. Lower is better.",,,203.0,302.03,0.73,,0.0,,11085,,7462,,False,,,,90.0,46.0,Estimated quote — verify,30.76,WATCH ONLY,4,0.0,,-0.036982,,0.0,,0.008218,,0.487,,1.0,0.0,-0.036982,0.0,0.008218,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.8218,0.5259,0.0001,5259.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
IWM,https://robinhood.com/options/chains/IWM,300.45,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 301 Put,,301.0,,2.14,Debit,2.35,"For long options, Robinhood debit should be close to or below $2.35. Lower is better.",,29886.0,214.0,298.86,-0.74,,0.0,,1881,,2987,,False,,,,90.0,46.0,Estimated quote — verify,30.76,WATCH ONLY,4,0.0,,0.037105,,0.0,,-0.008246,,0.5129,,-1.0,0.0,0.037105,0.0,-0.008246,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.7339,0.5292,0.0001,5292.0,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
QQQ,https://robinhood.com/options/chains/QQQ,736.4,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 735 Call,Sell 737 Call,735.0,737.0,1.13,Debit,1.36,"For debit trades, Robinhood debit should be no more than $1.36. Lower is better.",2.0,87.0,113.0,736.13,0.78,0.4,0.0,0.39,5825,2223,16747,6168,False,False,,0.77,90.0,46.0,Estimated quote — verify,30.7,WATCH ONLY,4,0.0,-0.008985,-0.090605,0.000136,0.0,-0.000523,0.020135,-8e-06,1.4906,0.0,0.999626,-0.008985,-0.090469,-0.000523,0.020127,0.2,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,8.0061,0.0367,0.0103,3.5631,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
QQQ,https://robinhood.com/options/chains/QQQ,736.4,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 736 Call,Sell 737 Call,736.0,737.0,0.57,Debit,0.68,"For debit trades, Robinhood debit should be no more than $0.68. Lower is better.",1.0,43.0,57.0,736.57,0.6,0.4,0.0,0.39,1849,2223,5791,6168,False,False,,0.75,90.0,46.0,Estimated quote — verify,30.68,WATCH ONLY,4,0.0,-0.008985,-0.090729,0.000136,0.0,-0.000523,0.020162,-8e-06,0.4907,0.0,0.999626,-0.008985,-0.090593,-0.000523,0.020154,0.2,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,15.8935,0.0231,0.0103,2.2427,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
SPY,https://robinhood.com/options/chains/SPY,746.77,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 748 Call,Sell 749 Call,748.0,749.0,0.41,Debit,0.49,"For debit trades, Robinhood debit should be no more than $0.49. Lower is better.",1.0,59.0,41.0,748.41,0.28,0.14,0.78,0.78,4629,3159,14061,9105,False,False,,1.44,90.0,46.0,Estimated quote — verify,30.44,WATCH ONLY,4,0.001299,-0.0,-7e-05,0.0,0.000155,-0.0,2e-06,-0.0,0.0,0.0,0.0001,0.001299,-7e-05,0.000155,2e-06,0.78,35,F,VERY HIGH,weak net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,0.0171,0.2196,0.0409,5.3692,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
QQQ,https://robinhood.com/options/chains/QQQ,736.4,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 737 Call,Sell 739 Call,737.0,739.0,0.76,Debit,0.91,"For debit trades, Robinhood debit should be no more than $0.91. Lower is better.",2.0,124.0,76.0,737.76,0.4,0.1,0.39,1.56,2223,931,6168,2605,False,False,,1.63,90.0,45.38,Estimated quote — verify,30.44,WATCH ONLY,4,0.008985,-0.000118,-0.000136,2.3e-05,0.000523,-2.7e-05,8e-06,-0.0,0.0,0.0,0.000358,0.008867,-0.000113,0.000496,8e-06,0.98,35,F,VERY HIGH,weak net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,0.0149,0.1847,0.0512,3.6074,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
SPY,https://robinhood.com/options/chains/SPY,746.77,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 748 Call,Sell 750 Call,748.0,750.0,0.83,Debit,1.0,"For debit trades, Robinhood debit should be no more than $1.00. Lower is better.",2.0,117.0,83.0,748.83,0.28,0.05,0.78,1.56,4629,23792,14061,58247,False,False,,1.41,90.0,46.0,Estimated quote — verify,30.41,WATCH ONLY,4,0.001299,-1e-06,-7e-05,0.0,0.000155,-0.0,2e-06,-0.0,0.0,0.0,0.0001,0.001298,-7e-05,0.000155,2e-06,1.17,35,F,VERY HIGH,weak net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,0.0084,0.2759,0.0614,4.4935,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
DIS,https://robinhood.com/options/chains/DIS,96.25,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 96 Call,,96.0,,0.99,Debit,1.09,"For long options, Robinhood debit should be close to or below $1.09. Lower is better.",,,99.0,96.99,0.85,,0.0,,71,,101,,False,,,,100.0,30.9,Estimated quote — verify,30.38,WATCH ONLY,4,0.0,,-0.011834,,0.0,,0.00263,,0.2618,,1.0,0.0,-0.011834,0.0,0.00263,0.0,40,D,HIGH,very high delta / expensive contract; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.1954,0.7688,0.0001,7688.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
ORCL,https://robinhood.com/options/chains/ORCL,146.55,Bearish,Strong Bearish,Long Put,2026-07-02,1,Buy 147 Put,,147.0,,2.75,Debit,3.03,"For long options, Robinhood debit should be close to or below $3.03. Lower is better.",,14425.0,275.0,144.25,-0.87,,0.0,,1872,,3418,,False,,,,90.0,46.0,Estimated quote — verify,30.25,WATCH ONLY,4,0.0,,0.018121,,0.0,,-0.004027,,0.4319,,-1.0,0.0,0.018121,0.0,-0.004027,0.0,40,D,HIGH,very high delta / expensive contract; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.6589,1.5694,0.0001,15694.0,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
UBER,https://robinhood.com/options/chains/UBER,72.16,Bearish,Strong Bearish,Long Put,2026-07-02,1,Buy 72 Put,,72.0,,0.83,Debit,0.91,"For long options, Robinhood debit should be close to or below $0.91. Lower is better.",,7117.0,83.0,71.17,-0.18,,1.56,,1580,,2537,,False,,,,90.0,46.0,Estimated quote — verify,30.25,WATCH ONLY,4,0.111983,,-0.000177,,0.00025,,-4e-06,,0.0,,-0.002095,0.111983,-0.000177,0.00025,-4e-06,1.56,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0213,1.372,0.0818,16.7726,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
META,https://robinhood.com/options/chains/META,563.29,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 565 Call,,565.0,,5.9,Debit,6.49,"For long options, Robinhood debit should be close to or below $6.49. Lower is better.",,,590.0,570.9,0.13,,1.56,,1305,,5823,,False,,,,90.0,45.93,Estimated quote — verify,30.23,WATCH ONLY,4,0.001571,,-0.00018,,0.000214,,3e-06,,0.0,,0.000191,0.001571,-0.00018,0.000214,3e-06,1.56,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0031,1.351,0.0818,16.5159,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 522 Call,,522.0,,2.2,Debit,2.42,"For long options, Robinhood debit should be close to or below $2.42. Lower is better.",,,220.0,524.2,0.63,,0.0,,612,,490,,False,,,,90.0,41.76,Estimated quote — verify,30.18,WATCH ONLY,4,0.0,,-0.064348,,0.0,,0.0143,,0.4544,,1.0,0.0,-0.064348,0.0,0.0143,0.0,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,2.9249,0.3465,0.0001,3465.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
AMD,https://robinhood.com/options/chains/AMD,580.91,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 580 Put,,580.0,,13.65,Debit,15.02,"For long options, Robinhood debit should be close to or below $15.02. Lower is better.",,56635.0,1365.0,566.35,-0.26,,0.78,,1853,,4570,,False,,,,90.0,46.0,Estimated quote — verify,30.12,WATCH ONLY,4,0.000331,,-8e-06,,2.4e-05,,-0.0,,0.0,,-1.8e-05,0.000331,-8e-06,2.4e-05,0.0,0.78,35,F,VERY HIGH,delta is light; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0001,2.5064,0.0409,61.2812,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
UBER,https://robinhood.com/options/chains/UBER,72.16,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 72 Call,,72.0,,0.96,Debit,1.06,"For long options, Robinhood debit should be close to or below $1.06. Lower is better.",,,96.0,72.96,0.82,,0.0,,1258,,849,,False,,,,90.0,45.45,Estimated quote — verify,30.11,WATCH ONLY,4,0.0,,-0.008876,,0.0,,0.001972,,0.1689,,1.0,0.0,-0.008876,0.0,0.001972,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.9246,1.1086,0.0001,11086.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 523 Call,,523.0,,1.68,Debit,1.85,"For long options, Robinhood debit should be close to or below $1.85. Lower is better.",,,168.0,524.68,0.35,,0.39,,520,,224,,False,,,,90.0,39.5,Estimated quote — verify,30.09,WATCH ONLY,4,9e-06,,-0.0,,0.0,,0.0,,0.0,,0.0,9e-06,0.0,0.0,0.0,0.39,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0,0.4384,0.0205,21.3854,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
NKE,https://robinhood.com/options/chains/NKE,41.05,Bearish,Strong Bearish,Long Put,2026-07-02,1,Buy 41 Put,,41.0,,2.0,Debit,2.2,"For long options, Robinhood debit should be close to or below $2.20. Lower is better.",,3900.0,200.0,39.0,-0.3,,0.78,,5802,,6853,,False,,,,90.0,46.0,Estimated quote — verify,29.99,WATCH ONLY,4,0.110193,,-1.3e-05,,4e-05,,-1e-06,,0.0,,-0.000523,0.110193,-1.3e-05,4e-05,-1e-06,0.78,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0006,4.9939,0.0409,122.1002,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
UNH,https://robinhood.com/options/chains/UNH,415.63,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 415 Put,,415.0,,3.0,Debit,3.3,"For long options, Robinhood debit should be close to or below $3.30. Lower is better.",,41200.0,300.0,412.0,-0.26,,0.78,,495,,393,,False,,,,90.0,40.54,Estimated quote — verify,29.88,WATCH ONLY,4,0.000767,,-1e-05,,2.8e-05,,-0.0,,0.0,,-3.1e-05,0.000767,-1e-05,2.8e-05,0.0,0.78,35,F,VERY HIGH,delta is light; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0003,0.8734,0.0409,21.3545,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish / Neutral-Bullish,Strong Bullish,Put Credit Spread,2026-07-02,1,Buy 520 Put,Sell 521 Put,520.0,521.0,0.31,Credit,0.25,"For credit trades, Robinhood credit should be at least $0.25. Higher is better.",1.0,31.0,69.0,520.69,-0.04,-0.14,1.56,0.78,899,341,290,313,False,False,,0.45,90.0,40.36,Estimated quote — verify,29.79,WATCH ONLY,4,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,50,D,HIGH,breakeven too close to stock price; 0-1 DTE has high gamma risk; theta does not clearly help,0.0,0.3254,0.0614,5.2997,"Open Robinhood → ticker → options → expiration → build put credit spread → verify credit, max loss, and liquidity"
META,https://robinhood.com/options/chains/META,563.29,Bearish,Strong Bearish,Long Put,2026-07-02,1,Buy 565 Put,,565.0,,6.79,Debit,7.47,"For long options, Robinhood debit should be close to or below $7.47. Lower is better.",,55821.0,679.0,558.21,-0.87,,0.0,,2167,,229,,False,,,,90.0,42.81,Estimated quote — verify,29.75,WATCH ONLY,4,0.0,,0.069649,,0.0,,-0.015478,,1.6403,,-1.0,0.0,0.069649,0.0,-0.015478,0.0,40,D,HIGH,very high delta / expensive contract; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.0258,0.9018,0.0001,9018.0,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
ORCL,https://robinhood.com/options/chains/ORCL,146.55,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 147 Call,,147.0,,2.67,Debit,2.94,"For long options, Robinhood debit should be close to or below $2.94. Lower is better.",,,267.0,149.67,0.13,,1.56,,1099,,2569,,False,,,,90.0,45.33,Estimated quote — verify,29.68,WATCH ONLY,4,0.005188,,-4e-05,,4.8e-05,,1e-06,,0.0,,0.000162,0.005188,-4e-05,4.8e-05,1e-06,1.56,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0015,2.129,0.0818,26.0269,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
IWM,https://robinhood.com/options/chains/IWM,300.45,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 300 Call,Sell 301 Call,300.0,301.0,0.59,Debit,0.71,"For debit trades, Robinhood debit should be no more than $0.71. Lower is better.",1.0,41.0,59.0,300.59,0.73,0.26,0.0,0.78,11085,4761,7462,3088,False,False,,0.69,90.0,46.0,Estimated quote — verify,29.66,WATCH ONLY,4,0.0,-0.000554,-0.036982,5e-06,0.0,-1.1e-05,0.008218,-0.0,0.487,0.0,0.999984,-0.000554,-0.036977,-1.1e-05,0.008218,0.39,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,6.2673,0.0466,0.0205,2.2732,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
AMD,https://robinhood.com/options/chains/AMD,580.91,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 580 Call,,580.0,,15.1,Debit,16.61,"For long options, Robinhood debit should be close to or below $16.61. Lower is better.",,,1510.0,595.1,0.74,,0.0,,2335,,10752,,False,,,,90.0,46.0,Estimated quote — verify,29.64,WATCH ONLY,4,0.0,,-0.071498,,0.0,,0.015888,,0.9815,,1.0,0.0,-0.071498,0.0,0.015888,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.4735,2.4427,0.0001,24427.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 524 Call,,524.0,,1.23,Debit,1.35,"For long options, Robinhood debit should be close to or below $1.35. Lower is better.",,,123.0,525.23,0.13,,1.56,,564,,418,,False,,,,90.0,41.13,Estimated quote — verify,29.54,WATCH ONLY,4,0.001385,,-0.000136,,0.000162,,2e-06,,0.0,,0.000154,0.001385,-0.000136,0.000162,2e-06,1.56,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0111,0.5437,0.0818,6.6467,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
UNH,https://robinhood.com/options/chains/UNH,415.63,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 415 Call,,415.0,,4.13,Debit,4.54,"For long options, Robinhood debit should be close to or below $4.54. Lower is better.",,,413.0,419.13,0.74,,0.0,,481,,491,,False,,,,90.0,40.92,Estimated quote — verify,29.49,WATCH ONLY,4,0.0,,-0.051158,,0.0,,0.011368,,0.6812,,1.0,0.0,-0.051158,0.0,0.011368,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.2387,0.8421,0.0001,8421.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
META,https://robinhood.com/options/chains/META,563.29,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 562.5 Call,,562.5,,7.0,Debit,7.7,"For long options, Robinhood debit should be close to or below $7.70. Lower is better.",,,700.0,569.5,0.72,,0.0,,468,,1185,,False,,,,90.0,42.37,Estimated quote — verify,29.34,WATCH ONLY,4,0.0,,-0.069341,,0.0,,0.015409,,0.8593,,1.0,0.0,-0.069341,0.0,0.015409,0.0,50,D,HIGH,manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.9906,1.1025,0.0001,11025.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
AMD,https://robinhood.com/options/chains/AMD,580.91,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 580 Call,Sell 582.5 Call,580.0,582.5,1.65,Debit,1.98,"For debit trades, Robinhood debit should be no more than $1.98. Lower is better.",2.5,85.0,165.0,581.65,0.74,0.16,0.0,0.78,2335,640,10752,2171,False,False,,0.52,90.0,44.73,Estimated quote — verify,29.08,WATCH ONLY,4,0.0,-0.0,-0.071498,0.0,0.0,-0.0,0.015888,-0.0,0.9815,0.0,1.0,0.0,-0.071498,0.0,0.015888,0.39,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,4.3332,0.1274,0.0205,6.2146,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
BAC,https://robinhood.com/options/chains/BAC,56.98,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 57 Call,,57.0,,0.42,Debit,0.46,"For long options, Robinhood debit should be close to or below $0.46. Lower is better.",,,42.0,57.42,0.47,,0.39,,2943,,2410,,False,,,,80.0,46.0,Estimated quote — verify,29.08,WATCH ONLY,4,18.437002,,-0.002195,,0.006423,,0.000208,,0.0008,,0.133397,18.437002,-0.002195,0.006423,0.000208,0.39,40,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk; high gamma sensitivity,0.5226,0.7722,0.0205,37.6683,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
AMD,https://robinhood.com/options/chains/AMD,580.91,Bullish,Strong Bullish,Long Call,2026-07-02,1,Buy 582.5 Call,,582.5,,13.45,Debit,14.79,"For long options, Robinhood debit should be close to or below $14.79. Lower is better.",,,1345.0,595.95,0.16,,0.78,,640,,2171,,False,,,,90.0,43.45,Estimated quote — verify,29.0,WATCH ONLY,4,0.0,,-0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.78,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0,2.589,0.0409,63.3007,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 521 Put,,521.0,,1.38,Debit,1.52,"For long options, Robinhood debit should be close to or below $1.52. Lower is better.",,51962.0,138.0,519.62,-0.14,,0.78,,341,,313,,False,,,,90.0,38.76,Estimated quote — verify,28.95,WATCH ONLY,4,0.0,,-0.0,,0.0,,-0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.78,20,F,VERY HIGH,delta too low / far OTM; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.0,0.5303,0.0409,12.9658,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
NKE,https://robinhood.com/options/chains/NKE,41.05,Bullish,Strong Bearish,Long Call,2026-07-02,1,Buy 41 Call,,41.0,,2.09,Debit,2.3,"For long options, Robinhood debit should be close to or below $2.30. Lower is better.",,,209.0,43.09,0.7,,0.0,,2404,,4087,,False,,,,90.0,46.0,Estimated quote — verify,28.82,WATCH ONLY,4,0.0,,-0.005054,,0.0,,0.001123,,0.0551,,1.0,0.0,-0.005054,0.0,0.001123,0.0,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,0.2418,4.9695,0.0001,49695.0,"Open Robinhood → ticker → options → expiration → buy call → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 522 Call,Sell 523 Call,522.0,523.0,0.52,Debit,0.62,"For debit trades, Robinhood debit should be no more than $0.62. Lower is better.",1.0,48.0,52.0,522.52,0.63,0.35,0.0,0.39,612,520,490,224,False,False,,0.92,90.0,40.63,Estimated quote — verify,28.71,WATCH ONLY,4,0.0,-9e-06,-0.064348,0.0,0.0,-0.0,0.0143,-0.0,0.4544,0.0,1.0,-9e-06,-0.064348,0.0,0.0143,0.2,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,12.3746,0.0249,0.0103,2.4175,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 523 Put,,523.0,,2.13,Debit,2.34,"For long options, Robinhood debit should be close to or below $2.34. Lower is better.",,52087.0,213.0,520.87,-0.65,,0.0,,319,,202,,False,,,,90.0,37.58,Estimated quote — verify,28.65,WATCH ONLY,4,0.0,,0.064472,,0.0,,-0.014327,,0.5455,,-1.0,0.0,0.064472,0.0,-0.014327,0.0,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,3.0269,0.291,0.0001,2910.0,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 522 Call,Sell 524 Call,522.0,524.0,0.97,Debit,1.16,"For debit trades, Robinhood debit should be no more than $1.16. Lower is better.",2.0,103.0,97.0,522.97,0.63,0.13,0.0,1.56,612,564,490,418,False,False,,1.06,90.0,41.44,Estimated quote — verify,28.63,WATCH ONLY,4,0.0,-0.001385,-0.064348,0.000136,0.0,-0.000162,0.0143,-2e-06,0.4544,0.0,0.999846,-0.001385,-0.064212,-0.000162,0.014298,0.78,60,C,ELEVATED,usable net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,6.6198,0.111,0.0409,2.7139,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
BAC,https://robinhood.com/options/chains/BAC,56.98,Bearish,Strong Bullish,Long Put,2026-07-02,1,Buy 57 Put,,57.0,,0.44,Debit,0.48,"For long options, Robinhood debit should be close to or below $0.48. Lower is better.",,5656.0,44.0,56.56,-0.53,,0.0,,6243,,4326,,False,,,,80.0,46.0,Estimated quote — verify,28.6,WATCH ONLY,4,0.0,,0.007027,,0.0,,-0.001561,,0.013,,-1.0,0.0,0.007027,0.0,-0.001561,0.0,50,D,HIGH,useful delta exposure; manageable theta burn; breakeven is far beyond expected move; 0-1 DTE is very high decay/gamma risk,1.597,0.7371,0.0001,7371.0,"Open Robinhood → ticker → options → expiration → buy put → verify debit, breakeven, liquidity, and max loss"
DIA,https://robinhood.com/options/chains/DIA,522.39,Bullish,Strong Bullish,Call Debit Spread,2026-07-02,1,Buy 523 Call,Sell 524 Call,523.0,524.0,0.45,Debit,0.54,"For debit trades, Robinhood debit should be no more than $0.54. Lower is better.",1.0,55.0,45.0,523.45,0.35,0.13,0.39,1.56,520,564,224,418,False,False,,1.22,90.0,40.31,Estimated quote — verify,28.45,WATCH ONLY,4,9e-06,-0.001385,-0.0,0.000136,0.0,-0.000162,0.0,-2e-06,0.0,0.0,-0.000154,-0.001376,0.000136,-0.000162,-2e-06,0.98,35,F,VERY HIGH,weak net delta exposure; breakeven too far vs expected move; 0-1 DTE high gamma risk,0.0302,0.2029,0.0512,3.9629,"Open Robinhood → ticker → options → expiration → build call debit spread → verify debit, max loss, and liquidity"
